latitude_x,longitude_x,utm_zone,utm_easting,utm_northing,altitude (ft),geometry,index_right,STATEFP,COUNTYFP,TRACTCE,STATE,COUNTY,latitude_y,longitude_y,TRACT,STATEFIPS,COUNTYFIPS,WNTW_RISKV,WNTW_RISKS,WNTW_RISKR,NRI_VER,total_rainfall_year,average_daily_rain,max_daily_rain,rainy_days_count,heavy_rain_events,very_heavy_events,mean_precip_probability,mean_precip_cover
32.53582763,-92.20352631,15S,574791.4,3600110.3,153.6,POINT (-92.20352631 32.53582763),559,22,73,5304,Louisiana,Ouachita,32.52048536,-92.20894023,5304,22,73,1337.719272,47.81429863,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53603355,-92.20226667,15S,574909.5,3600134,158.1,POINT (-92.20226667 32.53603355),559,22,73,5304,Louisiana,Ouachita,32.52048536,-92.20894023,5304,22,73,1337.719272,47.81429863,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53603814,-92.20077731,15S,575049.4,3600135.5,183.7,POINT (-92.20077731 32.53603814),559,22,73,5304,Louisiana,Ouachita,32.52048536,-92.20894023,5304,22,73,1337.719272,47.81429863,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53625692,-92.19929472,15S,575188.4,3600160.8,192.6,POINT (-92.19929472 32.53625692),559,22,73,5304,Louisiana,Ouachita,32.52048536,-92.20894023,5304,22,73,1337.719272,47.81429863,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53647051,-92.19880049,15S,575234.7,3600184.9,181,POINT (-92.19880049 32.53647051),559,22,73,5304,Louisiana,Ouachita,32.52048536,-92.20894023,5304,22,73,1337.719272,47.81429863,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53647885,-92.19706778,15S,575397.4,3600187,157.6,POINT (-92.19706778 32.53647885),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.5366895,-92.19606693,15S,575491.2,3600211.1,145,POINT (-92.19606693 32.5366895),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53668911,-92.19506592,15S,575585.2,3600211.7,133.1,POINT (-92.19506592 32.53668911),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53668893,-92.19456543,15S,575632.2,3600212.1,130.1,POINT (-92.19456543 32.53668893),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53668835,-92.19306397,15S,575773.2,3600213.1,125.3,POINT (-92.19306397 32.53668835),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53668793,-92.19206299,15S,575867.2,3600213.7,121,POINT (-92.19206299 32.53668793),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53668753,-92.19106202,15S,575961.2,3600214.4,118.5,POINT (-92.19106202 32.53668753),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53668711,-92.19006106,15S,576055.2,3600215.1,125,POINT (-92.19006106 32.53668711),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.5366869,-92.18956058,15S,576102.2,3600215.4,134.5,POINT (-92.18956058 32.5366869),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53668605,-92.18755873,15S,576290.1,3600216.7,117.6,POINT (-92.18755873 32.53668605),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.5366856,-92.18655778,15S,576384.1,3600217.4,108.9,POINT (-92.18655778 32.5366856),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53668717,-92.18531036,15S,576501.3,3600218.5,110.3,POINT (-92.18531036 32.53668717),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53669082,-92.1843165,15S,576594.6,3600219.6,128.4,POINT (-92.1843165 32.53669082),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53669567,-92.18307441,15S,576711.2,3600221,141.4,POINT (-92.18307441 32.53669567),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53648906,-92.18208146,15S,576804.7,3600198.8,140,POINT (-92.18208146 32.53648906),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.5364929,-92.1810873,15S,576898,3600200,131.9,POINT (-92.1810873 32.5364929),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53649673,-92.18009295,15S,576991.4,3600201.1,129,POINT (-92.18009295 32.53649673),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53650056,-92.1790984,15S,577084.8,3600202.3,126.6,POINT (-92.1790984 32.53650056),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53671322,-92.17809997,15S,577178.3,3600226.6,122.6,POINT (-92.17809997 32.53671322),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53692389,-92.17709831,15S,577272.2,3600250.6,120.6,POINT (-92.17709831 32.53692389),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53692321,-92.17584621,15S,577389.8,3600251.5,111.8,POINT (-92.17584621 32.53692321),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53689444,-92.17480269,15S,577487.8,3600249.1,121.1,POINT (-92.17480269 32.53689444),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53689082,-92.17329724,15S,577629.2,3600249.7,125.3,POINT (-92.17329724 32.53689082),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53689386,-92.17205142,15S,577746.2,3600251,121.6,POINT (-92.17205142 32.53689386),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53689414,-92.17080159,15S,577863.5,3600251.9,121.1,POINT (-92.17080159 32.53689414),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53710006,-92.16904445,15S,578028.4,3600276.1,128.7,POINT (-92.16904445 32.53710006),936,22,73,5204,Louisiana,Ouachita,32.57740409,-92.17832372,5204,22,73,1512.487595,50.19383532,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53710307,-92.16679804,15S,578239.3,3600278,104.4,POINT (-92.16679804 32.53710307),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53731608,-92.16530016,15S,578379.8,3600302.7,125.2,POINT (-92.16530016 32.53731608),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.5375288,-92.16405174,15S,578496.8,3600327.2,113.2,POINT (-92.16405174 32.5375288),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53752912,-92.16380205,15S,578520.3,3600327.5,115.5,POINT (-92.16380205 32.53752912),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53774152,-92.16280317,15S,578613.9,3600351.7,128.4,POINT (-92.16280317 32.53774152),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53774382,-92.16105497,15S,578778.1,3600353.3,112.5,POINT (-92.16105497 32.53774382),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53795655,-92.15980605,15S,578895.2,3600377.8,113.4,POINT (-92.15980605 32.53795655),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53816963,-92.15830713,15S,579035.7,3600402.5,115.8,POINT (-92.15830713 32.53816963),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53838304,-92.15655813,15S,579199.8,3600427.5,111,POINT (-92.15655813 32.53838304),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53859711,-92.154309,15S,579410.8,3600452.9,74.4,POINT (-92.154309 32.53859711),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53859799,-92.15255825,15S,579575.2,3600454.3,62.5,POINT (-92.15255825 32.53859799),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53859722,-92.15130639,15S,579692.7,3600455.2,60.6,POINT (-92.15130639 32.53859722),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53859657,-92.15030491,15S,579786.8,3600455.8,68.1,POINT (-92.15030491 32.53859657),938,22,73,5203,Louisiana,Ouachita,32.54275082,-92.16029376,5203,22,73,1745.880577,52.89088142,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53859577,-92.14905305,15S,579904.3,3600456.7,85.4,POINT (-92.14905305 32.53859577),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53880612,-92.1478011,15S,580021.7,3600480.9,69.1,POINT (-92.1478011 32.53880612),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53880528,-92.14654924,15S,580139.3,3600481.8,63.8,POINT (-92.14654924 32.53880528),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53901526,-92.1447965,15S,580303.7,3600506.4,60.7,POINT (-92.1447965 32.53901526),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53901441,-92.14354466,15S,580421.2,3600507.2,67.5,POINT (-92.14354466 32.53901441),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53901352,-92.14229281,15S,580538.8,3600508.1,66.1,POINT (-92.14229281 32.53901352),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53922327,-92.14028971,15S,580726.7,3600532.9,67.1,POINT (-92.14028971 32.53922327),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53901137,-92.13928838,15S,580820.9,3600510.1,68.3,POINT (-92.13928838 32.53901137),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53901064,-92.13828692,15S,580914.9,3600510.8,71.2,POINT (-92.13828692 32.53901064),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53900915,-92.13628398,15S,581103,3600512.2,76.2,POINT (-92.13628398 32.53900915),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53900858,-92.13553288,15S,581173.6,3600512.7,73.7,POINT (-92.13553288 32.53900858),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53900762,-92.13428105,15S,581291.1,3600513.5,48.6,POINT (-92.13428105 32.53900762),1329,22,73,5100,Louisiana,Ouachita,32.60176166,-92.13803412,5100,22,73,859.9912094,40.06802074,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53900703,-92.13352997,15S,581361.6,3600514,51.4,POINT (-92.13352997 32.53900703),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53900625,-92.13252851,15S,581455.7,3600514.7,63.5,POINT (-92.13252851 32.53900625),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53900409,-92.12977449,15S,581714.3,3600516.6,61,POINT (-92.12977449 32.53900409),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53900307,-92.12852268,15S,581831.8,3600517.4,56.4,POINT (-92.12852268 32.53900307),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53900164,-92.12677013,15S,581996.4,3600518.6,78.8,POINT (-92.12677013 32.53900164),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53900059,-92.12551831,15S,582114,3600519.5,76.5,POINT (-92.12551831 32.53900059),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53899975,-92.12451687,15S,582208,3600520.1,77.9,POINT (-92.12451687 32.53899975),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53899825,-92.12276434,15S,582372.6,3600521.3,70.6,POINT (-92.12276434 32.53899825),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53878622,-92.12176313,15S,582466.8,3600498.6,79.9,POINT (-92.12176313 32.53878622),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53878512,-92.12051133,15S,582584.3,3600499.4,80.8,POINT (-92.12051133 32.53878512),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53878403,-92.11925953,15S,582701.9,3600500.3,80,POINT (-92.11925953 32.53878403),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53878313,-92.1182581,15S,582795.9,3600501,78.8,POINT (-92.1182581 32.53878313),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.5385713,-92.11750728,15S,582866.6,3600478.1,77.5,POINT (-92.11750728 32.5385713),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53835877,-92.11600541,15S,583007.8,3600455.7,76.9,POINT (-92.11600541 32.53835877),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53835762,-92.11475364,15S,583125.4,3600456.5,75,POINT (-92.11475364 32.53835762),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53835647,-92.11350187,15S,583242.9,3600457.4,74.1,POINT (-92.11350187 32.53835647),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53835599,-92.11300116,15S,583290,3600457.7,74.3,POINT (-92.11300116 32.53835599),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53856549,-92.1112484,15S,583454.4,3600482.3,73.5,POINT (-92.1112484 32.53856549),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.5387757,-92.1102467,15S,583548.2,3600506.4,74,POINT (-92.1102467 32.5387757),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53877478,-92.10924527,15S,583642.3,3600507.1,74.1,POINT (-92.10924527 32.53877478),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.5387739,-92.10824384,15S,583736.3,3600507.8,73.6,POINT (-92.10824384 32.5387739),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53877325,-92.10749276,15S,583806.8,3600508.3,73.5,POINT (-92.10749276 32.53877325),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53877192,-92.10599059,15S,583947.9,3600509.3,74.2,POINT (-92.10599059 32.53877192),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53898174,-92.10448809,15S,584088.8,3600533.8,74.8,POINT (-92.10448809 32.53898174),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.5389806,-92.10323627,15S,584206.3,3600534.6,73.7,POINT (-92.10323627 32.5389806),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.53897969,-92.1022348,15S,584300.4,3600535.3,74.1,POINT (-92.1022348 32.53897969),593,22,73,200,Louisiana,Ouachita,32.54229472,-92.11553976,200,22,73,1838.255221,53.90048994,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
32.538979,-92.10148371,15S,584370.9,3600535.8,74.7,POINT (-92.10148371 32.538979),1349,22,73,1700,Louisiana,Ouachita,32.53116944,-92.09730991,1700,22,73,2122.516177,56.85677591,Relatively Low,3/1/23,21.448,0.058601093,1.329,145,1,0,39.61748634,8.47010929
